"","Compound ID","ESOL predicted log solubility in mols per litre","Minimum Degree","Molecular Weight","Number of H-Bond Donors","Number of Rings","Number of Rotatable Bonds","Polar Surface Area","measured log solubility in mols per litre","smiles","compound"
"968","5,5-Dimethylbarbituric acid",-0.556,1,156.141,2,1,0,75.27,-1.742,"O=C1NC(=O)NC(=O)C1(C)C","5,5-dimethylbarbituric acid"
"969","2-Iodopropane",-2.486,1,169.993,0,0,0,0,-2.09,"CC(C)I","2-iodopropane"
"970","1,2-Dinitrobenzene",-2.281,1,168.108,0,1,2,86.28,-3.1,"O=N(=O)c1ccccc1N(=O)=O","1,2-dinitrobenzene"
"971","3-Methyl-2-butanone",-0.912,1,86.134,0,0,1,17.07,-0.12,"CC(C)C(=O)C","3-methyl-2-butanone"
"972","Hexadecane",-6.159,1,226.448,0,0,13,0,-8.4,"CCCCCCCCCCCCCCCC","hexadecane"
"973","1,8-Cineole",-2.579,1,154.253,0,3,0,9.23,-1.74,"CC12CCC(CC1)C(C)(C)O2","1,8-cineole"
"974","Tricyclazole",-2.868,1,189.243,0,3,0,30.19,-2.07,"Cc2cccc3sc1nncn1c23","tricyclazole"
"975","2-Octanone",-1.909,1,128.215,0,0,5,17.07,-2.05,"CCCCCCC(=O)C","2-octanone"
"976","Methyl nonanoate",-2.962,1,172.268,0,0,7,26.3,-3.38,"CCCCCCCCC(=O)OC","methyl nonanoate"
"977","1,4-Difluorobenzene",-2.636,1,114.094,0,1,0,0,-1.97,"Fc1ccc(F)cc1","1,4-difluorobenzene"
"978","Thalidomide",-1.944,1,258.233,1,3,1,83.55,-2.676,"O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13","thalidomide"
"979","Trifluralin",-5.205,1,335.282,0,1,7,89.52,-5.68,"CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O","trifluralin"
"980","Ethanol",0.02,1,46.069,1,0,0,20.23,1.1,"CCO","ethanol"
"981","Cyclopentyl-5-spirobarbituric acid",-0.966,1,NA,2,2,0,NA,-2.349,"O=C2NC(=O)C1(CCCC1)C(=O)N2","cyclopentyl-5-spirobarbituric acid"
"982","Carbetamide",-2.29,1,236.271,2,1,4,67.43,-1.83,"c1c(NC(=O)OC(C)C(=O)NCC)cccc1","carbetamide"
"983","phenothrin",-6.763,1,350.458,0,3,6,35.53,-5.24,"CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C","phenothrin"
"984","Cycluron",-2.629,1,198.31,1,1,1,32.34,-2.218,"CN(C)C(=O)NC1CCCCCCC1","cycluron"
"985","Mirex",-6.155,1,545.546,0,6,0,0,-6.8,"ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl","mirex"
"986","1-Bromooctane",-3.721,1,193.128,0,0,6,0,-5.06,"CCCCCCCCBr","1-bromooctane"
"987","Benomyl",-2.902,1,290.323,2,2,4,85.25,-4.883,"CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12","benomyl"
"988","aminopyrine",-2.129,1,231.299,0,2,2,30.17,-0.364,"CN(C)c2c(C)n(C)n(c1ccccc1)c2=O","aminopyrine"
"989","3-Pentanol",-0.97,1,88.15,1,0,2,20.23,-0.24,"CCC(O)CC","3-pentanol"
"990","p-Nitrotoluene",-2.64,1,137.138,0,1,1,NA,-2.49,"Cc1ccc(cc1)N(=O)=O","p-nitrotoluene"
"991","4-Methylpentanol",-1.381,1,102.177,1,0,3,20.23,-1.14,"CC(C)CCCO","4-methylpentanol"
"992","Norethisterone",-2.669,1,314.425,2,4,0,57.53,-4.57,"CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C","norethisterone"
"993","bromopropylate",-5.833,1,428.12,1,2,4,46.53,-4.93,"CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2","bromopropylate"
"994","Pyrazon",-2.603,1,221.647,1,2,1,60.91,-2.878,"Nc2cnn(c1ccccc1)c(=O)c2Cl","pyrazon"
"995","2-Methylbutan-2-ol",-0.954,1,88.15,1,0,1,20.23,0.15,"CCC(C)(C)O","2-methylbutan-2-ol"
"996","p-Cresol",-2.313,1,108.14,1,1,0,20.23,-0.73,"Cc1ccc(O)cc1","p-cresol"
"997","Ethyl formate",-0.402,1,74.079,0,0,2,26.3,0.15,"CCOC=O","ethyl formate"
"998","N,N-Dimethylaniline",-2.542,1,121.183,0,1,1,3.24,-1.92,"CN(C)c1ccccc1","n,n-dimethylaniline"
"999","Decalin",-3.715,2,138.254,0,2,0,0,-5.19,"C1CCC2CCCCC2C1","decalin"
"1000","Butanethiol",-1.676,1,90.191,1,0,2,0,-2.18,"CCCCS","butanethiol"
"1001","Benzo(e)pyrene",-6.007,2,252.316,0,5,0,0,-7.8,"c1ccc2c(c1)c3cccc4ccc5cccc2c5c43","benzo(e)pyrene"
"1002","Tetrachloroethylene",-3.063,1,165.834,0,0,0,0,-2.54,"ClC(=C(Cl)Cl)Cl","tetrachloroethylene"
"1003","3-Pentanone",-0.912,1,86.134,0,0,2,17.07,-0.28,"CCC(=O)CC","3-pentanone"
"1004","Acrylonitrile",-0.354,1,53.064,0,0,0,23.79,0.15,"C=CC#N","acrylonitrile"
"1005","Flumethasone",-3.539,1,410.457,3,4,2,94.83,-5.613,"CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO","flumethasone"
"1006","2-Hexanone",-1.2,1,100.161,0,0,3,17.07,-0.8,"CCCCC(=O)C","2-hexanone"
"1007","Terbumeton",-3.505,1,225.296,2,1,4,71.96,-3.239,"CCNc1nc(NC(C)(C)C)nc(OC)n1","terbumeton"
"1008","3-Methylheptane",-3.308,1,114.232,0,0,4,0,-5.16,"CCCCC(C)CC","3-methylheptane"
"1009","1,2-Dibromoethane",-2.102,1,187.862,0,0,1,0,-1.68,"BrCCBr","1,2-dibromoethane"
"1010","Isoprocarb",-2.734,1,193.246,1,1,2,38.33,-2.863,"CNC(=O)Oc1ccccc1C(C)C","isoprocarb"
"1011","Niridazole",-1.948,1,214.206,1,2,2,88.37,-3.22,"O=C1NCCN1c2ncc(s2)N(=O)=O","niridazole"
"1012","Benzo(a)fluorene",-5.189,2,216.283,0,4,0,0,-6.68,"C1c2ccccc2c3ccc4ccccc4c13","benzo(a)fluorene"
"1013","2-Chloroanisole",-2.912,1,142.585,0,1,1,9.23,-2.46,"COc1ccccc1Cl","2-chloroanisole"
"1014","Bromophos",-5.604,1,366,0,1,4,27.69,-6.09,"COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl","bromophos"
"1015","Quinonamid",-3.988,1,332.57,1,2,3,63.24,-5.03,"ClC(Cl)CC(=O)NC2=C(Cl)C(=O)c1ccccc1C2=O","quinonamid"
"1016","P,P'-DDD",-6.008,1,320.046,0,2,3,0,-7.2,"ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2","p,p'-ddd"
"1017","Methyl acrylate",-0.878,1,86.09,0,0,1,26.3,-0.22,"COC(=O)C=C","methyl acrylate"
"1018","Chloroxuron",-4.477,1,290.75,1,2,3,41.57,-4.89,"CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2","chloroxuron"
"1019","Azobenzene",-4.034,2,182.226,0,2,2,24.72,-4.45,"N(=Nc1ccccc1)c2ccccc2","azobenzene"
"1020","4-Isopropyltoluene",-3.617,1,134.222,0,1,1,0,-3.77,"CC(C)c1ccc(C)cc1","4-isopropyltoluene"
"1021","2,6-Dichlorophenol",-3.012,1,163.003,1,1,0,20.23,-1.79,"Oc1c(Cl)cccc1Cl","2,6-dichlorophenol"
"1022","Sucrose",0.31,1,342.297,8,2,5,189.53,0.79,"OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O","sucrose"
"1023","d-inositol",-0.887,1,180.156,6,1,0,121.38,0.35,"OC1C(O)C(O)C(O)C(O)C1O","d-inositol"
"1024","Dyphylline",-0.847,1,254.246,2,2,3,102.28,-0.17,"Cn2c(=O)n(C)c1ncn(CC(O)CO)c1c2=O","dyphylline"
"1025","Chloramphenicol",-2.613,1,323.132,3,1,6,112.7,-2.111,"OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O","chloramphenicol"
"1026","3-Ethyl-3-pentanol",-1.663,1,116.204,1,0,3,20.23,-0.85,"CCC(O)(CC)CC","3-ethyl-3-pentanol"
"1027","Epitostanol",-4.545,1,306.515,1,5,0,20.23,-5.41,"CC45CCC2C(CCC3CC1SC1CC23C)C4CCC5O","epitostanol"
"1028","1,2-Dibromobenzene",-4.172,1,235.906,0,1,0,0,-3.5,"Brc1ccccc1Br","1,2-dibromobenzene"
"1029","2,4,6-Trichlorophenol",-3.648,1,197.448,1,1,0,20.23,-2.34,"Oc1c(Cl)cc(Cl)cc1Cl","2,4,6-trichlorophenol"
"1030","oryzalin",-3.784,1,346.365,1,1,8,149.68,-5.16,"CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O","oryzalin"
"1031","RTI 20",-3.663,1,255.292,0,3,2,20.31,-4.799,"C2c1ccccc1N(CCF)C(=O)c3ccccc23","rti 20"
"1032","2,4-Dimethyl-3-pentanone",-1.752,1,114.188,0,0,2,17.07,-1.3,"CC(C)C(=O)C(C)C","2,4-dimethyl-3-pentanone"
"1033","5-(3-Methyl-2-butenyl)-5-isoPrbarbital",-2.465,1,238.287,2,1,3,75.27,-2.593,"O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C","5-(3-methyl-2-butenyl)-5-isoprbarbital"
"1034","gentisin",-1.292,1,262.261,2,3,1,75.99,-2.943,"c1c(O)C2C(=O)C3cc(O)ccC3OC2cc1(OC)","gentisin"
"1035","Caffeine",-1.498,1,194.194,0,2,0,61.82,-0.876,"Cn1cnc2n(C)c(=O)n(C)c(=O)c12","caffeine"
"1036","Spironolactone",-3.842,1,416.583,0,5,1,60.44,-4.173,"CC(=O)SC4CC1=CC(=O)CCC1(C)C5CCC2(C)C(CCC23CCC(=O)O3)C45","spironolactone"
"1037","3,4-Dimethylphenol",-2.621,1,122.167,1,1,0,20.23,-1.38,"Cc1ccc(O)cc1C","3,4-dimethylphenol"
"1038","Diphenyl ether",-4.254,2,170.211,0,2,2,9.23,-3.96,"O(c1ccccc1)c2ccccc2","diphenyl ether"
"1039","2,2',4,4',5,5'-PCB",-7.343,1,360.882,0,2,1,0,-8.56,"Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl","2,2',4,4',5,5'-pcb"
"1040","nicotinamide",-0.964,1,122.127,1,1,1,55.98,0.61,"NC(=O)c1cccnc1","nicotinamide"
"1041","Thiophenol",-2.758,1,110.181,1,1,0,0,-2.12,"Sc1ccccc1","thiophenol"
"1042","XMC",-2.688,1,179.219,1,1,1,38.33,-2.581,"CNC(=O)Oc1cc(C)cc(C)c1","xmc"
"1043","Chlordane",-6.039,1,409.782,0,3,0,0,-6.86,"ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl","chlordane"
"1044","Dimethyldisulfide",-1.524,1,94.204,0,0,1,0,-1.44,"CSSC","dimethyldisulfide"
"1045","Benzamide",-1.501,1,121.139,1,1,1,43.09,-0.96,"NC(=O)c1ccccc1","benzamide"
"1046","o-Chlorobromobenzene",-3.84,1,191.455,0,1,0,0,-3.19,"Clc1ccccc1Br","o-chlorobromobenzene"
"1047","Monotropitoside",-1.493,1,446.405,6,3,6,184.6,-0.742,"COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O","monotropitoside"
"1048","3-Heptanol",-1.678,1,116.204,1,0,4,20.23,-1.47,"CCCCC(O)CC","3-heptanol"
"1049","RTI 15",-3.891,1,268.32,1,3,1,58.12,-4.554,"CCN2c1nc(C)cc(C)c1NC(=O)c3cccnc23","rti 15"
"1050","3,5-Dichlorophenol",-3.428,1,163.003,1,1,0,20.23,-1.34,"Oc1cc(Cl)cc(Cl)c1","3,5-dichlorophenol"
"1051","1-Methylphenanthrene",-4.87,1,192.261,0,3,0,0,-5.85,"Cc1cccc2c1ccc3ccccc32","1-methylphenanthrene"
"1052","2-Ethyl-1-hexanol",-2.089,1,130.231,1,0,5,20.23,-2.11,"CCCCC(CC)CO","2-ethyl-1-hexanol"
"1053","Diallate",-3.827,1,270.225,0,0,4,20.31,-4.286,"CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl","diallate"
"1054","Toluene",-2.713,1,92.141,0,1,0,0,-2.21,"Cc1ccccc1","toluene"
"1055","Nitrapyrin",-3.833,1,230.909,0,1,0,12.89,-3.76,"Clc1cccc(n1)C(Cl)(Cl)Cl","nitrapyrin"
"1056","Cycloheptene",-2.599,2,96.173,0,1,0,0,-3.18,"C1CCC=CCC1","cycloheptene"
"1057","Thiram",-2.444,1,240.444,0,0,0,6.48,-3.9,"CN(C)C(=S)SSC(=S)N(C)C","thiram"
"1058","Griseofulvin",-3.328,1,352.77,0,3,3,71.06,-3.246,"COC1=CC(=O)CC(C)C13Oc2c(Cl)c(OC)cc(OC)c2C3=O","griseofulvin"
"1059","1-Decanol",-2.814,1,158.285,1,0,8,20.23,-3.63,"CCCCCCCCCCO","1-decanol"
"1060","3,3-Dimethylpentane",-2.938,1,100.205,0,0,2,0,-4.23,"CCC(C)(C)CC","3,3-dimethylpentane"
"1061","vamidothion",-1.446,1,287.343,1,0,8,64.63,1.144,"CNC(=O)C(C)SCCSP(=O)(OC)(OC)","vamidothion"
"1062","2,3,4,5-Tetrachlorophenol",-4.335,1,231.893,1,1,0,20.23,-3.15,"Oc1cc(Cl)c(Cl)c(Cl)c1Cl","2,3,4,5-tetrachlorophenol"
"1063","Butyraldehyde",-0.749,1,72.107,0,0,2,17.07,-0.01,"CCCC=O","butyraldehyde"
"1064","dexamethasone acetate",-3.933,1,434.504,2,4,3,100.9,-4.9,"CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(C)=O","dexamethasone acetate"
"1065","Butane",-1.907,1,58.124,0,0,1,0,-2.57,"CCCC","butane"
"1066","o-Methoxyphenol",-1.941,1,124.139,1,1,1,29.46,-1.96,"COc1ccccc1O","o-methoxyphenol"
"1067","Fluoromethalone",-3.507,1,376.468,2,4,1,74.6,-4.099,"CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14","fluoromethalone"
"1068","Pentachloroethane",-3.382,1,202.295,0,0,0,0,-2.6,"ClC(Cl)C(Cl)(Cl)Cl","pentachloroethane"
"1069","Diethyl phthalate",-3.016,1,222.24,0,1,4,52.6,-2.35,"CCOC(=O)c1ccccc1C(=O)OCC","diethyl phthalate"
"1070","2-Methylpropan-1-ol",-0.672,1,74.123,1,0,1,20.23,0.1,"CC(C)CO","2-methylpropan-1-ol"
"1071","Isobutylbenzene",-3.57,1,134.222,0,1,2,0,-4.12,"CC(C)Cc1ccccc1","isobutylbenzene"
"1072","Diiodomethane",-2.958,1,267.835,0,0,0,0,-2.34,"ICI","diiodomethane"
"1073","4-Heptanol",-1.678,1,116.204,1,0,4,20.23,-1.4,"CCCC(O)CCC","4-heptanol"
"1074","Pentyl acetate",-1.833,1,130.187,0,0,4,26.3,-1.89,"CCCCCOC(=O)C","pentyl acetate"
"1075","2,3,5,6-Tetrachlorophenol",-4.203,1,231.893,1,1,0,20.23,-3.37,"Oc1c(Cl)c(Cl)cc(Cl)c1Cl","2,3,5,6-tetrachlorophenol"
"1076","Propylbenzene",-3.281,1,120.195,0,1,2,0,-3.37,"CCCc1ccccc1","propylbenzene"
"1077","1,2-Dichlorotetrafluoroethane",-2.697,1,170.92,0,0,1,0,-2.74,"FC(F)(Cl)C(F)(F)Cl","1,2-dichlorotetrafluoroethane"
"1078","2-butenal-b",-0.604,1,70.091,0,0,1,17.07,0.32,"CC=CC=O","2-butenal-b"
"1079","tetramethylurea",-0.495,1,116.164,0,0,0,23.55,0.94,"CN(C)C(=O)N(C)C","tetramethylurea"
"1080","1,2,4,5-Tetramethylbenzene",-3.664,1,134.222,0,1,0,0,-4.59,"Cc1cc(C)c(C)cc1C","1,2,4,5-tetramethylbenzene"
"1081","norethindrone acetate",-4.241,1,340.463,0,4,1,43.37,-4.8,"CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C","norethindrone acetate"
"1082","Ditalimfos",-3.992,1,299.288,0,2,5,55.84,-3.35,"CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O","ditalimfos"
"1083","salicylanilide",-3.782,1,213.236,2,2,2,49.33,-3.59,"c1ccccc1NC(=O)c2c(O)cccc2","salicylanilide"
"1084","Sulfallate",-3.254,1,223.794,0,0,4,3.24,-3.39,"CCN(CC)C(=S)SCC(Cl)=C","sulfallate"
"1085","Chloroethane",-1.165,1,64.515,0,0,0,0,-1.06,"ClCC","chloroethane"
"1086","Mefluidide",-3.165,1,310.297,2,1,3,75.27,-3.24,"CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C","mefluidide"
"1087","Piperine",-3.659,1,285.343,0,3,3,38.77,-3.46,"O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3","piperine"
"1088","cis-2-Pentene",-2.076,1,70.135,0,0,1,0,-2.54,"CC/C=C\C","cis-2-pentene"
"1089","thiofanox",-2.7,1,218.322,1,0,3,50.69,-1.62,"CNC(=O)ON=C(CSC)C(C)(C)C","thiofanox"
"1090","Cyclooctyl-5-spirobarbituric acid",-2.284,1,224.26,2,2,0,75.27,-2.982,"O=C2NC(=O)C1(CCCCCCC1)C(=O)N2","cyclooctyl-5-spirobarbituric acid"
"1091","butacarb",-4.642,1,263.381,1,1,1,38.33,-4.24,"c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1","butacarb"
"1092","Eriodictyol",-3.152,1,288.255,4,3,1,107.22,-3.62,"Oc2cc(O)c1C(=O)CC(Oc1c2)c3ccc(O)c(O)c3","eriodictyol"
"1093","Benzophenone",-3.612,1,182.222,0,2,2,17.07,-3.12,"O=C(c1ccccc1)c2ccccc2","benzophenone"
"1094","Eicosane",-7.576,1,282.556,0,0,17,0,-8.172,"CCCCCCCCCCCCCCCCCCCC","eicosane"
"1095","hydrazobenzene",-3.492,2,184.242,2,2,3,24.06,-2.92,"N(Nc1ccccc1)c2ccccc2","hydrazobenzene"
"1096","2-Ethyl-1-butanol",-1.381,1,NA,1,0,3,20.23,-1.17,"CCC(CC)CO","2-ethyl-1-butanol"
"1097","4-hydroxypyridine",-1.655,1,95.101,1,1,0,33.12,1.02,"Oc1ccncc1","4-hydroxypyridine"
"1098","cis 1,2-Dichloroethylene",-1.561,1,96.944,0,0,0,0,-1.3,"Cl\C=C/Cl","cis 1,2-dichloroethylene"
"1099","Methylcyclopentane",-2.452,1,84.162,0,1,0,0,-3.3,"CC1CCCC1","methylcyclopentane"
"1100","4-Methyl-2-pentanol",-1.308,1,102.177,1,0,2,20.23,-0.8,"CC(C)CC(C)O","4-methyl-2-pentanol"
"1101","RTI 11",-3.125,1,254.289,1,3,0,55.56,-3.928,"O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23","rti 11"
"1102","2,2-Dimethylpropanol",-1.011,1,88.15,1,0,0,20.23,-0.4,"CC(C)(C)CO","2,2-dimethylpropanol"
"1103","Triadimefon",-4.132,1,293.754,0,2,4,57.01,-3.61,"CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2","triadimefon"
"1104","Isocarboxazid",-2.251,1,231.255,2,2,4,67.16,-2.461,"Cc1cc(no1)C(=O)NNCc2ccccc2","isocarboxazid"
"1105","Propylene",-1.235,1,42.081,0,0,0,0,-1.08,"CC=C","propylene"
"1106","Dichlorophen",-4.924,1,269.127,2,2,2,40.46,-3.953,"Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O","dichlorophen"
"1107","Desmedipham",-4.182,1,300.314,2,2,4,76.66,-4.632,"CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2","desmedipham"
"1108","Anthraquinone",-3.34,1,208.216,0,3,0,34.14,-5.19,"O=C1c2ccccc2C(=O)c3ccccc13","anthraquinone"
"1109","2-Octanol",-2.033,1,130.231,1,0,5,20.23,-2.09,"CCCCCCC(C)O","2-octanol"
"1110","Oxycarboxin",-2.169,1,267.306,1,2,2,72.47,-2.281,"CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1","oxycarboxin"
"1111","Butylbenzene",-3.585,1,134.222,0,1,3,0,-4.06,"CCCCc1ccccc1","butylbenzene"
"1112","parabanic acid",1.091,1,114.06,2,1,0,75.27,-0.4,"O=C1NC(=O)C(=O)N1","parabanic acid"
"1113","Abate",-6.678,1,466.479,0,2,10,55.38,-6.237,"COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1","abate"
"1114","Chlorthalidone",-2.564,1,338.772,3,3,2,109.49,-3.451,"NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23","chlorthalidone"
"1115","Isobutyl acetate",-1.463,1,116.16,0,0,2,26.3,-1.21,"CC(C)COC(=O)C","isobutyl acetate"
"1116","2,2,3-Trimethylbutane",-2.922,1,100.205,0,0,0,0,-4.36,"CC(C)C(C)(C)C","2,2,3-trimethylbutane"
"1117","2,3,3',4,4'6-PCB",-7.746,1,395.327,0,2,1,0,-7.66,"Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl","2,3,3',4,4'6-pcb"
"1118","Phthalonitrile",-1.717,1,128.134,0,1,0,47.58,-2.38,"N#Cc1ccccc1C#N","phthalonitrile"
"1119","m-Nitrotoluene",-2.64,1,137.138,0,1,1,43.14,-2.44,"Cc1cccc(c1)N(=O)=O","m-nitrotoluene"
"1120","halothane",-2.608,1,197.381,0,0,0,0,-1.71,"FC(F)(F)C(Cl)Br","halothane"
"1121","Oxamyl",-0.908,1,219.266,1,0,1,71,0.106,"CNC(=O)ON=C(SC)C(=O)N(C)C","oxamyl"
"1122","Thiometon",-3.323,1,246.359,0,0,7,18.46,-3.091,"CCSCCSP(=S)(OC)OC","thiometon"
"1123","2-Methylbutane",-2.245,1,72.151,0,0,1,0,-3.18,"CCC(C)C","2-methylbutane"
"1124","Stirofos",-4.32,1,365.964,0,1,5,44.76,-4.522,"COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl","stirofos"
